Month,Rainfall,Lat,Lon
Jun,0,-19.31,14.48
Jun,0,-19.81,15.18
Jun,0.4,-19.42,17.43
Jun,0,-19.16,17.85
Jun,0,-19.66,17.86
Jun,0,-19.34,18.06
Jun,0,-19.31,18.15
Jun,0,-19.5,19.63
Jun,0,-18.92,14.11
Jun,0,-19.18,15.92
Jun,0,-19.33,15.94
Jun,0,-19.33,15.95
Jun,0,-19.04,16.47
Jun,0,-19.48,17.19
Jun,0,-19.45,18.41
Jun,0,-19.4,18.61
Jun,0,-19.1,18.79
Jun,0,-18.06,13.84
Jun,0,-18.12,14.32
Jun,0,-18.17,15.44
Jun,0,-18.19,16.38
Jun,0,-18.81,16.94
Jun,0,-18.08,16.53
Jun,0,-18.41,16.64
Jun,0,-18.49,17.06
Jun,0.2,-18.47,17.34
Jun,0,-18.86,18.13
Jun,0,-18.79,18.93
Jun,0,-17.89,15.07
Jun,0,-17.65,15.47
Jun,0,-18.05,13.84
Jun,0,-17.9,15.56
Jun,0,-17.79,15.61
Jun,0,-18.05,15.96
Jun,0,-18.02,15.92
Jun,0,-17.93,15.87
Jun,0,-17.43,16.71
Jun,0,-17.91,15.97
Jun,0,-18.12,15.54
Jun,0,-18,16.02
Jun,0,-17.72,16.14
Jun,0,-17.95,16.2
Jun,0,-18.24,16.24
Jun,0,-17.79,16.46
Jun,0,-17.54,17.72
Jun,0,-17.96,19.73
Jun,0,-17.9,19.81
Jun,0,-18.04,20.7
Jun,0,-18.04,21.43
Jun,0,-17.59,14.68
Jun,0,-17.74,14.88
Jun,0,-17.51,14.99
Jun,0,-17.55,15.53
Jun,0,-17.91,15.7
Jun,0,-17.99,15.69
Jun,0,-17.79,15.77
Jun,0,-17.82,15.93
Jun,0,-17.88,15.95
Jun,0,-17.79,16.07
Jun,0,-17.67,18.23
Jun,0,-17.68,18.66
Jun,0,-17.87,19.53
Jun,0,-17.91,19.77
Jun,0,-17.9,20.21
Jun,0,-17.98,20.52
Jun,0,-17.87,22.9
Jun,0,-17.82,23.4
Jun,0,-17.97,23.45
Jun,0,-17.78,23.82
Jun,0,-17.66,24.14
Jun,0,-17.71,24.53
Jun,0,-17.98,24.12
Jun,0,-17.92,24.71
Jun,0.32,-17.43,13.28
Jun,0,-17.44,14.43
Jun,0,-17.46,15.09
Jun,0,-17.45,15.67
Jun,0,-17.44,15.33
Jun,0,-17.45,15.89
Jun,0,-17.42,16
Jun,0,-17.48,16.33
Jun,0,-17.63,24.18
Jun,0,-17.49,24.28
Jun,0.32,-17.49,24.32
Jul,0,-27.47,19.61
Jul,0.04,-27.21,18.97
Jul,0,-26.54,18.11
Jul,0,-25.6,16.35
Jul,0,-24.23,17.5
Jul,0.04,-23.53,17.99
Jul,0,-23.68,18.27
Jul,0,-23.67,18.39
Jul,0.04,-23.4,19.02
Jul,0,-22.98,14.65
Jul,0.04,-22.65,16.45
Jul,0.04,-22.57,16.78
Jul,0,-22.8,16.83
Jul,0,-22.61,17.08
Jul,0,-22.6,17.07
Jul,0.6,-22.57,17.09
Jul,0,-22.78,17.38
Jul,0,-22.83,17.78
Jul,0,-22.26,16.42
Jul,0.04,-22.21,16.53
Jul,0,-22.3,16.93
Jul,0.04,-22.5,17.4
Jul,0.04,-22.33,17.62
Jul,0.04,-21.98,17.22
Jul,0,-22.16,17.78
Jul,0.04,-22.26,18.15
Jul,0,-21.91,16.32
Jul,0,-21.63,16.48
Jul,0,-21.98,16.92
Jul,0,-21.7,17.7
Jul,0,-21.12,17.7
Jul,0,-21.66,17.82
Jul,0.04,-21.82,18.23
Jul,0.04,-21.14,18.79
Jul,0,-21.03,15.48
Jul,0.04,-21.22,15.73
Jul,0.04,-21.13,16.17
Jul,0,-21.04,16.22
Jul,0,-21.12,17.22
Jul,0.04,-21.2,17.82
Jul,0,-21.28,18.07
Jul,0,-20.88,15.85
Jul,0,-20.42,17.33
Jul,0,-20.93,17.78
Jul,0,-20.96,17.82
Jul,0,-19.81,15.18
Jul,0,-19.66,17.86
Jul,0,-19.71,17.97
Jul,0,-19.34,18.06
Jul,0,-19.48,17.19
Jul,0,-19.34,18.07
Jul,0,-19.45,18.41
Jul,0,-19.4,18.61
Jul,0,-19.1,18.79
Jul,0,-18.19,16.38
Jul,0,-18.41,16.64
Jul,0,-18.73,17.58
Jul,0,-18.86,18.13
Jul,0.04,-18.92,18.3
Jul,0,-18.79,18.93
Jul,0,-18.2,19.48
Jul,0,-18.05,13.84
Jul,0.04,-17.91,15.35
Jul,0,-18.12,15.54
Jul,0,-17.95,16.2
Jul,0,-17.79,16.46
Jul,0,-18.04,20.7
Jul,0,-18.04,21.43
Jul,0,-17.52,14.63
Jul,0,-17.59,14.68
Jul,0,-17.51,14.99
Jul,0,-17.67,15.47
Jul,0,-17.55,15.53
Jul,0,-17.91,15.7
Jul,0,-17.61,15.74
Jul,0.04,-17.79,15.77
Jul,0,-17.88,15.95
Jul,0.04,-17.52,16.05
Jul,0,-17.57,17.22
Jul,0,-17.67,18.23
Jul,0.04,-17.68,18.66
Jul,0.04,-17.85,19.35
Jul,0,-17.87,19.53
Jul,0,-17.92,19.75
Jul,0,-17.9,20.21
Jul,0,-17.98,20.52
Jul,0,-17.97,23.45
Jul,0,-17.78,23.82
Jul,0,-17.71,24.53
Jul,0,-17.98,24.12
Jul,0,-17.92,24.71
Jul,0,-17.45,15.67
Jul,0,-17.44,15.33
Jul,4.6,-28.09,18.69
Jul,0.04,-28.45,18.73
Jul,0.04,-28.02,18.75
Jul,0,-27.47,19.61
Jul,0,-27.21,18.97
Jul,0,-26.93,17.94
Jul,0,-26.58,18.12
Jul,0,-26.54,18.11
Jul,0,-26.8,19.65
Jul,0,-26.5,17.15
Jul,0,-26.5,17.15
Jul,0,-25.6,16.35
Jul,0,-25.72,16.55
Jul,0,-26,17.77
Jul,0,-25.88,18.13
Jul,0,-25.88,18.12
Jul,0,-25.94,19.12
Jul,0,-25.13,17.78
Jul,0,-25.38,19.1
Jul,0,-24.85,18.8
Jul,0,-24.19,17.03
Jul,0,-24.27,17.07
Jul,0,-24.04,17.12
Jul,0,-24.18,17.36
Jul,0,-24.05,17.4
Jul,0,-24.23,17.49
Jul,0,-24.23,17.5
Jul,0,-24.52,17.85
Jul,2,-24.36,17.57
Jul,0,-23.33,17.06
Jul,0,-23.92,18.05
Jul,0,-23.9,18.28
Jul,0,-23.67,18.39
Jul,0,-22.78,16.37
Jul,0,-22.65,16.45
Jul,0,-22.8,16.83
Jul,0,-22.53,17.08
Jul,0,-22.61,17.08
Jul,0,-22.6,17.07
Jul,0,-22.57,17.09
Jul,0,-22.78,17.38
Jul,0,-22.83,17.78
Jul,0,-22.26,16.42
Jul,0,-22.21,16.53
Jul,0,-22.3,16.93
Jul,0,-22.02,16.96
Jul,0,-22.07,17.18
Jul,0,-22.26,17.02
Jul,0.04,-22.46,17.24
Jul,0.2,-22.38,17.34
Jul,0,-22.5,17.4
Jul,0.2,-21.82,17.48
Jul,0,-22.23,17.54
Jul,4,-21.15,17.18
Jul,0,-22.17,17.63
Jul,0,-21.98,17.22
Jul,0.04,-22.16,17.78
Jul,0,-22.26,18.15
Jul,0.04,-22.42,18.48
Jul,0,-21.6,19.41
Jul,0,-21.91,16.32
Jul,0,-21.98,16.92
Jul,0,-21.69,17.06
Jul,0,-21.92,17.11
Jul,0.2,-21.35,17.14
Jul,0.2,-21.84,17.27
Jul,0,-22.99,17.39
Jul,0.04,-21.96,17.65
Jul,0.04,-21.7,17.7
Jul,0.04,-21.12,17.7
Jul,0,-21.66,17.82
Jul,0.04,-21.82,18.23
Jul,0,-21.03,15.48
Jul,0.04,-21.22,15.73
Jul,0,-21.42,15.95
Jul,0.04,-21.13,16.17
Jul,0,-21.04,16.22
Jul,0.04,-21.12,17.22
Jul,0,-21.2,17.82
Jul,0,-21.28,18.07
Jul,0.04,-21.41,18.16
Jul,0.04,-20.99,18.23
Jul,0,-20.61,20.85
Jul,0,-20.88,15.85
Jul,0.04,-20.7,16.83
Jul,0,-20.42,17.33
Jul,0,-20.93,17.78
Jul,0,-20.96,17.82
Jul,0,-20.25,20.83
Jul,0,-19.66,17.86
Jul,0,-19.71,17.97
Jul,0,-19.34,18.06
Jul,0.04,-19.31,18.15
Jul,0,-19.28,19.2
Jul,0.04,-19.5,19.63
Jul,0,-19.33,15.94
Jul,0.04,-19.35,17.13
Jul,0,-19.48,17.19
Jul,0,-19.45,18.41
Jul,0,-19.4,18.61
Jul,0,-19.1,18.79
Jul,0.04,-18.17,15.44
Jul,0.04,-18.73,17.58
Jul,0.04,-18.47,17.34
Jul,0,-18.86,18.13
Jul,0,-18.79,18.93
Jul,0.04,-17.89,15.07
Jul,0,-18.05,13.84
Jul,0.04,-17.91,15.35
Jul,0,-18.05,15.96
Jul,0.04,-17.91,15.97
Jul,0,-18.12,15.54
Jul,0,-17.72,16.14
Jul,0.04,-17.79,16.46
Jul,0,-18.04,20.7
Jul,0.04,-17.52,14.63
Jul,0,-17.59,14.68
Jul,0,-17.74,14.88
Jul,0,-17.51,14.99
Jul,0.04,-17.67,15.47
Jul,0,-17.91,15.7
Jul,0,-17.88,15.95
Jul,0.04,-17.52,16.05
Jul,0.04,-17.57,17.22
Jul,0,-17.67,18.23
Jul,0.04,-17.85,19.35
Jul,0,-17.92,19.75
Jul,0,-17.9,20.21
Jul,0,-17.98,20.52
Jul,0.04,-17.87,22.9
Jul,0,-17.97,23.45
Jul,0,-17.78,23.82
Jul,0,-17.71,24.53
Jul,0,-17.92,24.71
Jul,0.04,-17.44,15.33
Jul,0.04,-17.63,24.18
Jul,0.04,-17.49,24.28
Jul,0.04,-17.49,24.28
Jul,0.04,-17.49,24.32
Jul,0,-28.09,18.69
Jul,3.6,-28.02,18.75
Jul,0,-28.12,19.84
Jul,0,-27.47,19.61
Jul,0,-27.21,18.97
Jul,0,-26,16
Jul,0,-26.93,17.94
Jul,0,-26.58,18.12
Jul,0,-26.54,18.11
Jul,0,-26.8,19.65
Jul,0,-26.97,19.8
Jul,0.04,-26.5,17.15
Jul,0,-26.5,17.15
Jul,0,-25.6,16.35
Jul,0,-25.72,16.55
Jul,0.04,-26,17.77
Jul,0,-25.88,18.12
Jul,0,-25.94,19.12
Jul,0,-25.13,17.78
Jul,0.04,-25.38,19.1
Jul,0,-24.85,16.98
Jul,0,-24.62,17.97
Jul,0,-24.86,18.81
Jul,0.04,-24.85,18.8
Jul,0,-24.19,17.03
Jul,0,-24.27,17.07
Jul,0,-24.04,17.12
Jul,0,-24.18,17.36
Jul,0,-24.05,17.4
Jul,0,-24.23,17.49
Jul,0,-24.23,17.5
Jul,0,-24.52,17.85
Jul,0.2,-24.36,17.57
Jul,0,-24.14,19.12
Jul,0,-23.28,14.76
Jul,0,-23.53,17.99
Jul,0,-23.92,18.05
Jul,0,-23.68,18.27
Jul,0.04,-23.9,18.28
Jul,0.04,-23.67,18.39
Jul,0,-23.5,19.89
Jul,0,-23.32,17.09
Jul,0,-23.12,18.4
Jul,0,-22.98,14.65
Jul,0,-22.36,16.13
Jul,0.04,-22.78,16.37
Jul,0,-22.65,16.45
Jul,0.04,-22.57,16.78
Jul,0.04,-22.8,16.83
Jul,0,-22.08,16.94
Jul,0.04,-22.58,17.07
Jul,0,-22.61,17.08
Jul,0,-22.6,17.07
Jul,0.04,-22.57,17.09
Jul,0,-22.57,17.09
Jul,0,-22.78,17.38
Jul,0,-22.83,17.78
Jul,0,-22.45,18.96
Jul,0,-21.85,15.21
Jul,0,-21.58,15.45
Jul,0,-22.26,16.42
Jul,0,-22.21,16.53
Jul,0.04,-22.3,16.93
Jul,0,-22.02,16.96
Jul,0.04,-22.46,17.24
Jul,0,-21.98,16.92
Jul,0,-22.5,17.4
Jul,0,-21.15,17.18
Jul,0.04,-21.98,17.22
Jul,0,-22.16,17.78
Jul,0,-22.26,18.15
Jul,0,-22.42,18.48
Jul,0.04,-21.6,19.41
Jul,0,-21.84,20.75
Jul,0,-21.23,14.9
Jul,0,-21.36,15.37
Jul,0,-21.91,16.32
Jul,0,-21.98,16.92
Jul,0,-21.7,17.7
Jul,0,-21.12,17.7
Jul,0,-21.66,17.82
Jul,0,-21.82,18.23
Jul,0.04,-21.14,18.79
Jul,0.04,-21.7,19.13
Jul,0,-20.56,14.66
Jul,0,-20.95,14.83
Jul,0,-21.05,15.51
Jul,0.04,-21.22,15.73
Jul,0,-21.42,15.95
Jul,0,-21.04,16.22
Jul,0,-21.12,17.22
Jul,0,-21.2,17.82
Jul,0,-21.28,18.07
Jul,0,-21.41,18.16
Jul,0,-20.99,18.23
Jul,0,-20.61,20.85
Jul,0,-20.22,14.07
Jul,0,-20.38,14.97
Jul,0,-20.21,15.01
Jul,0,-20.47,15.27
Jul,0,-20.27,15.3
Jul,0,-20.11,16.15
Jul,0,-20.88,15.85
Jul,0,-20.46,16.65
Jul,0,-20.42,17.33
Jul,0,-20.93,17.78
Jul,0,-20.96,17.82
Jul,0,-20.41,18.22
Jul,0,-20.42,19.82
Jul,0,-20.25,20.83
Jul,0,-19.69,14.32
Jul,0,-19.8,14.54
Jul,0,-19.63,14.85
Jul,0.04,-20.45,16.63
Jul,0,-19.64,17.35
Jul,0,-19.56,18.11
Jul,0,-19.64,18.6
Jul,0,-19.6,20.5
Jul,0,-19.12,13.62
Jul,0,-19.06,14.35
Jul,0,-19.31,14.48
Jul,0.04,-19.8,14.82
Jul,0,-19.81,15.18
Jul,0,-19.42,17.43
Jul,0,-19.16,17.85
Jul,0,-19.66,17.86
Jul,0,-19.71,17.97
Jul,0,-19.34,18.06
Jul,0,-19.59,18.14
Jul,0,-19.31,18.15
Jul,0,-19.28,19.2
Jul,0,-19.5,19.63
Jul,0,-18.92,14.11
Jul,0,-19.18,15.92
Jul,0,-19.33,15.94
Jul,0,-19.35,17.13
Jul,0,-19.48,17.19
Jul,0,-19.45,18.41
Jul,0,-19.4,18.61
Jul,0,-19.1,18.79
Jul,0,-18.3,13.65
Jul,0,-18.06,13.84
Jul,0,-18.12,14.32
Jul,0,-18.17,15.44
Jul,0,-18.19,16.38
Jul,0,-18.81,16.94
Jul,0,-18.08,16.53
Jul,0,-18.41,16.64
Jul,0,-18.49,17.06
Jul,0,-18.73,17.58
Jul,0.04,-18.47,17.34
Jul,0,-18.86,18.13
Jul,0,-18.79,18.93
Jul,0,-18.2,19.48
Jul,0.04,-18.37,19.83
Jul,0,-17.89,15.07
Jul,0,-17.65,15.47
Jul,0,-17.86,13.03
Jul,0,-18.01,13.82
Jul,0,-18.05,13.84
Jul,0,-17.9,15.56
Jul,0,-17.79,15.61
Jul,0,-18.05,15.96
Jul,0,-18.02,15.92
Jul,0,-17.93,15.87
Jul,0,-17.43,16.71
Jul,0,-17.91,15.97
Jul,0,-18.12,15.54
Jul,0,-17.72,16.14
Jul,0,-17.95,16.2
Jul,0,-18.24,16.24
Jul,0,-17.79,16.46
Jul,0,-17.57,16.75
Jul,0,-17.54,17.72
Jul,0,-17.96,19.73
Jul,0,-17.9,19.81
Jul,0,-18.04,20.7
Jul,0,-18.04,21.43
Jul,0,-17.59,14.68
Jul,0,-17.74,14.88
Jul,0,-17.51,14.99
Jul,0,-17.55,15.53
Jul,0,-17.91,15.7
Jul,0,-17.99,15.69
Jul,0,-17.61,15.74
Jul,0,-17.79,15.77
Jul,0,-17.82,15.93
Jul,0,-17.88,15.95
Jul,0.04,-17.92,15.98
Jul,0,-17.52,16.05
Jul,0,-17.79,16.07
Jul,0,-17.67,18.23
Jul,0,-17.68,18.66
Jul,0,-17.84,19.05
Jul,0,-17.91,19.77
Jul,0,-17.9,20.21
Jul,0,-17.98,20.52
Jul,0,-17.82,23.4
Jul,0,-17.97,23.45
Jul,0,-17.78,23.82
Jul,0,-17.66,24.14
Jul,0,-17.71,24.53
Jul,0,-17.98,24.12
Jul,0,-17.92,24.71
Jul,0,-17.44,13.27
Jul,0,-17.44,14.43
Jul,0,-17.46,15.09
Jul,0,-17.45,15.67
Jul,0,-17.44,15.33
Jul,0,-17.45,15.89
Jul,0,-17.48,16.33
Jul,0,-17.63,24.18
Jul,0,-28.09,18.69
Jul,0,-28.02,18.75
Jul,0,-28.12,19.84
Jul,0,-27.47,19.61
Jul,0,-27.21,18.97
Jul,0,-26.54,18.11
Jul,0,-26.53,18.12
Jul,0,-26.8,19.65
Jul,0,-26.97,19.8
Jul,0,-26.5,17.15
Jul,0.3,-25.72,16.55
Jul,0,-25.88,18.12
Jul,0,-25.13,17.78
Jul,0.04,-25.38,19.1
Jul,0,-24.85,16.98
Jul,0,-24.62,17.97
Jul,0,-24.86,18.81
Jul,0,-24.14,19.12
Jul,0,-23.87,17.95
Jul,0,-23.92,18.05
Jul,0.04,-23.68,18.27
Jul,0.1,-23.9,18.28
Jul,0,-23.67,18.39
Jul,0,-23.5,19.89
Jul,0.04,-24.84,16.98
Jul,0,-23.32,17.09
Jul,0,-22.98,14.65
Jul,0,-22.36,16.13
Jul,0.04,-22.78,16.37
Jul,0,-22.65,16.45
Jul,0,-22.57,16.78
Jul,0,-22.08,16.94
Jul,0.04,-22.53,17.08
Jul,0,-22.61,17.08
Jul,0,-22.6,17.07
Jul,0,-22.57,17.09
Jul,0,-22.58,17.12
Jul,0,-22.78,17.38
Jul,0,-22.83,17.78
Jul,0.04,-22.45,18.96
Jul,0,-21.85,15.21
Jul,0,-21.58,15.45
Jul,0,-22.26,16.42
Jul,0.04,-22.21,16.53
Jul,0,-22.3,16.93
Jul,0.04,-21.98,16.92
Jul,0,-22.5,17.4
Jul,0,-22.16,17.78
Jul,0,-22.26,18.15
Jul,0,-21.6,19.41
Jul,0,-21.84,20.75
Jul,0,-21.23,14.9
Jul,0,-21.36,15.37
Jul,0,-21.98,16.92
Jul,0.04,-21.7,17.7
Jul,0.04,-21.12,17.7
Jul,0,-21.66,17.82
Jul,0,-21.82,18.23
Jul,0.04,-21.14,18.79
Jul,0,-20.56,14.66
Jul,0,-20.95,14.83
Jul,0,-21.05,15.51
Jul,0.04,-21.22,15.73
Jul,0,-21.42,15.95
Jul,0,-21.04,16.22
Jul,0,-21.12,17.22
Jul,0,-21.2,17.82
Jul,0,-21.28,18.07
Jul,0,-21.41,18.16
Jul,0,-20.99,18.23
Jul,0,-20.61,20.85
Jul,0,-20.38,14.97
Jul,0,-20.21,15.01
Jul,0,-20.47,15.27
Jul,0,-20.27,15.3
Jul,0,-20.11,16.15
Jul,0,-20.88,15.85
Jul,0,-20.46,16.65
Jul,0,-20.42,17.33
Jul,0,-20.93,17.78
Jul,0,-20.96,17.82
Jul,0,-20.41,18.22
Jul,0,-20.42,19.82
Jul,0,-20.25,20.83
Jul,0,-19.69,14.32
Jul,0,-19.8,14.54
Jul,0,-19.63,14.85
Jul,0,-19.64,17.35
Jul,0,-19.56,18.11
Jul,0,-19.64,18.6
Jul,0,-19.6,20.5
Jul,0,-19.12,13.62
Jul,0,-19.06,14.35
Jul,0,-19.31,14.48
Jul,0,-19.81,15.18
Jul,0.04,-19.42,17.43
Jul,0.04,-19.16,17.85
Jul,0,-19.66,17.86
Jul,0.04,-19.71,17.97
Jul,0,-19.34,18.06
Jul,0.04,-19.59,18.14
Jul,0.04,-19.31,18.15
Jul,0,-19.28,19.2
Jul,0,-19.5,19.63
Jul,0,-18.92,14.11
Jul,0,-19.18,15.92
Jul,0,-19.33,15.94
Jul,0,-19.04,16.47
Jul,0.04,-19.35,17.13
Jul,0,-19.48,17.19
Jul,0,-19.45,18.41
Jul,0,-19.4,18.61
Jul,0,-19.1,18.79
Jul,0,-18.06,13.84
Jul,0,-18.12,14.32
Jul,0,-18.17,15.44
Jul,0,-18.19,16.38
Jul,0,-18.81,16.94
Jul,0,-18.08,16.53
Jul,0,-18.41,16.64
Jul,0,-18.49,17.06
Jul,0,-18.47,17.34
Jul,0,-18.86,18.13
Jul,0,-18.79,18.93
Jul,0,-18.2,19.48
Jul,0,-18.37,19.83
Jul,0,-17.89,15.07
Jul,0,-17.65,15.47
Jul,0,-17.86,13.03
Jul,0,-18.01,13.82
Jul,0,-18.05,13.84
Jul,0,-17.9,15.56
Jul,0,-17.79,15.61
Jul,0,-18.05,15.96
Jul,0,-18.02,15.92
Jul,0,-17.93,15.87
Jul,0,-17.43,16.71
Jul,0,-17.91,15.97
Jul,0,-18.12,15.54
Jul,0,-18,16.02
Jul,0,-17.72,16.14
Jul,0,-17.95,16.2
Jul,0,-18.24,16.24
Jul,0,-17.79,16.46
Jul,0,-17.54,17.72
Jul,0,-17.96,19.73
Jul,0,-17.9,19.81
Jul,0,-18.04,20.7
Jul,0,-18.04,21.43
Jul,0,-17.59,14.68
Jul,0,-17.74,14.88
Jul,0,-17.51,14.99
Jul,0,-17.55,15.53
Jul,0,-17.91,15.7
Jul,0,-17.99,15.69
Jul,0,-17.61,15.74
Jul,0,-17.79,15.77
Jul,0,-17.82,15.93
Jul,0,-17.9,15.97
Jul,0,-17.88,15.95
Jul,0,-17.79,16.07
Jul,0,-17.67,18.23
Jul,0,-17.68,18.66
Jul,0,-17.91,19.77
Jul,0,-17.9,20.21
Jul,0,-17.98,20.52
Jul,0,-17.87,22.9
Jul,0,-17.82,23.4
Jul,0,-17.97,23.45
Jul,0,-17.78,23.82
Jul,0,-17.66,24.14
Jul,0,-17.71,24.53
Jul,0,-17.98,24.12
Jul,0,-17.92,24.71
Jul,0.04,-17.44,13.27
Jul,0,-17.44,14.43
Jul,0,-17.46,15.09
Jul,0,-17.45,15.67
Jul,0,-17.44,15.33
Jul,0,-17.45,15.89
Jul,0,-17.42,16
Jul,0,-17.49,24.28
Jul,0,-17.49,24.32
Jul,5,-28.58,16.45
Jul,2.4,-28.09,18.69
Jul,0,-28.02,18.75
Jul,0,-28.12,19.84
Jul,0,-27.47,19.61
Jul,2,-27.21,18.97
Jul,0,-26.93,17.94
Jul,0.8,-26.58,18.12
Jul,0,-26.54,18.11
Jul,0.04,-26.8,19.65
Jul,0,-26.5,17.15
Jul,0.04,-25.72,16.45
Jul,0,-25.72,16.55
Jul,0,-25.88,18.12
Jul,0,-25.13,17.78
Jul,0.04,-25.38,19.1
Jul,0.04,-24.85,16.98
Jul,0,-24.62,17.97
Jul,0,-24.86,18.81
Jul,0,-24.14,19.12
Jul,0,-23.92,18.05
Jul,0,-23.9,18.28
Jul,0,-23.67,18.39
Jul,0,-23.5,19.89
Jul,0.04,-22.79,16.81
Jul,0,-23.32,17.09
Jul,0,-23.37,18.03
Jul,0,-22.98,14.65
Jul,0,-22.36,16.13
Jul,0,-22.61,17.08
Jul,0,-22.6,17.07
Jul,0,-22.57,17.09
Jul,0,-22.78,17.38
Jul,0.04,-22.83,17.78
Jul,0,-21.85,15.21
Jul,0,-21.58,15.45
Jul,0,-22.26,16.42
Jul,0,-22.5,17.4
Jul,0,-21.82,17.48
Jul,0.04,-22.23,17.54
Jul,0,-22.16,17.78
Jul,0,-22.26,18.15
Jul,0,-21.6,19.41
Jul,0,-21.23,14.9
Jul,0,-21.98,16.92
Jul,0,-21.69,17.06
Jul,0,-21.92,17.11
Jul,0,-21.35,17.14
Jul,0,-21.84,17.27
Jul,0,-22.99,17.39
Jul,0,-21.96,17.65
Jul,0.04,-21.7,17.7
Jul,0,-21.12,17.7
Jul,0,-21.66,17.82
Jul,0,-21.82,18.23
Jul,0.04,-20.56,14.66
Jul,0.04,-20.95,14.83
Jul,0,-21.05,15.51
Jul,0,-21.03,15.48
Jul,0,-21.42,15.95
Jul,0,-21.04,16.22
Jul,0,-21.12,17.22
Jul,0,-21.2,17.82
Jul,0.04,-21.28,18.07
Jul,0,-21.41,18.16
Jul,0,-20.99,18.23
Jul,0,-20.61,20.85
Jul,0,-20.11,16.15
Jul,0.04,-20.46,16.65
Jul,0,-20.42,17.33
Jul,0,-20.93,17.78
Jul,0,-20.96,17.82
Jul,0,-20.41,18.22
Jul,0,-19.69,14.32
Jul,0,-19.8,14.54
Jul,0,-19.63,14.85
Jul,0,-19.64,17.35
Jul,0.04,-19.56,18.11
Jul,0,-19.64,18.6
Jul,0,-19.6,20.5
Jul,0.04,-19.12,13.62
Jul,0,-19.31,14.48
Jul,0,-19.81,15.18
Jul,0.8,-19.42,17.43
Jul,0.04,-19.16,17.85
Jul,0,-19.66,17.86
Jul,0,-19.34,18.06
Jul,0,-19.31,18.15
Jul,0,-19.5,19.63
Jul,0,-18.92,14.11
Jul,0,-19.18,15.92
Jul,0,-19.33,15.94
Jul,0,-19.33,15.95
Jul,0,-19.04,16.47
Jul,0,-19.48,17.19
Jul,0,-19.45,18.41
Jul,0,-19.4,18.61
Jul,0,-19.1,18.79
Jul,0,-18.06,13.84
Jul,0,-18.12,14.32
Jul,0,-18.17,15.44
Jul,0,-18.19,16.38
Jul,0,-18.81,16.94
Jul,0,-18.08,16.53
Jul,0,-18.41,16.64
Jul,0,-18.49,17.06
Jul,0,-18.47,17.34
Jul,0,-18.86,18.13
Jul,0,-18.79,18.93
Jul,0,-17.89,15.07
Jul,0,-17.65,15.47
Jul,0,-18.05,13.84
Jul,0,-17.9,15.56
Jul,0,-17.79,15.61
Jul,0,-18.05,15.96
Jul,0,-18.02,15.92
Jul,0,-17.93,15.87
Jul,0,-17.43,16.71
Jul,0,-17.91,15.97
Jul,0,-18.12,15.54
Jul,0,-18,16.02
Jul,0,-17.72,16.14
Jul,0,-17.95,16.2
Jul,0,-18.24,16.24
Jul,0,-17.79,16.46
Jul,0,-17.54,17.72
Jul,0,-17.96,19.73
Jul,0,-17.9,19.81
Jul,0,-18.04,20.7
Jul,0,-18.04,21.43
Jul,0,-17.59,14.68
Jul,0,-17.74,14.88
Jul,0,-17.51,14.99
Jul,0,-17.55,15.53
Jul,0,-17.91,15.7
Jul,0,-17.99,15.69
Jul,0,-17.79,15.77
Jul,0,-17.82,15.93
Jul,0,-17.88,15.95
Jul,0,-17.79,16.07
Jul,0,-17.67,18.23
Jul,0,-17.68,18.66
Jul,0,-17.87,19.53
Jul,0,-17.91,19.77
Jul,0,-17.9,20.21
Jul,0,-17.98,20.52
Jul,0,-17.87,22.9
Jul,0,-17.82,23.4
Jul,0,-17.97,23.45
Jul,0,-17.78,23.82
Jul,0,-17.66,24.14
Jul,0,-17.71,24.53
Jul,0,-17.98,24.12
Jul,0,-17.92,24.71
Jul,0.04,-17.43,13.28
Jul,0,-17.44,14.43
Jul,0,-17.46,15.09
Jul,0,-17.45,15.67
Jul,0,-17.44,15.33
Jul,0,-17.45,15.89
Jul,0,-17.42,16
Jul,0,-17.48,16.33
Jul,0,-17.63,24.18
Jul,0,-17.49,24.28
Jul,0.04,-17.49,24.32
Aug,0,-27.47,19.61
Aug,0.11,-27.21,18.97
Aug,0,-26.54,18.11
Aug,0,-25.6,16.35
Aug,0,-24.23,17.5
Aug,0.11,-23.53,17.99
Aug,0.1,-23.68,18.27
Aug,0,-23.67,18.39
Aug,0.11,-23.4,19.02
Aug,0,-22.98,14.65
Aug,0.11,-22.65,16.45
Aug,0.11,-22.57,16.78
Aug,0,-22.8,16.83
Aug,0,-22.61,17.08
Aug,0,-22.6,17.07
Aug,0,-22.57,17.09
Aug,0,-22.78,17.38
Aug,0,-22.83,17.78
Aug,0,-22.26,16.42
Aug,0.11,-22.21,16.53
Aug,0,-22.3,16.93
Aug,0.11,-22.5,17.4
Aug,0.11,-22.33,17.62
Aug,0.11,-21.98,17.22
Aug,0,-22.16,17.78
Aug,0.11,-22.26,18.15
Aug,0,-21.91,16.32
Aug,0,-21.63,16.48
Aug,0,-21.98,16.92
Aug,0,-21.7,17.7
Aug,0.11,-21.12,17.7
Aug,0,-21.66,17.82
Aug,0.11,-21.82,18.23
Aug,0.11,-21.14,18.79
Aug,0,-21.03,15.48
Aug,0.11,-21.22,15.73
Aug,0,-21.13,16.17
