Date,Temp_High (°C),Temp_Low (°C),Humidity (%),Atmospheric_Pressure (hPa),Wind_Speed (km/h),Wind_Direction,Precipitation (mm),Cloud_Cover (%),Storm_Occurrence,Storm_Severity,Visibility (km)
2026-03-18,30,24,50,993,30,N,1.0,1,0,0,9.8
2026-03-19,29,21,49,1025,11,SW,0.4,84,1,1,5.7
2026-03-20,21,15,54,1007,20,E,0.6,19,0,0,8.9
2026-03-21,24,13,56,1004,5,NW,1.2,60,0,0,6.8
2026-03-22,32,26,79,1002,21,SW,1.5,86,0,0,5.4
2026-03-23,24,19,57,1008,25,SE,0.7,20,0,0,8.9
2026-03-24,25,12,48,995,33,NE,0.6,87,0,0,5.5
2026-03-25,22,17,64,1001,13,SW,3.0,67,0,0,6.1
2026-03-26,27,15,79,1026,10,W,4.8,11,0,0,8.5
2026-03-27,32,26,53,1006,23,S,0.9,21,0,0,8.8
2026-03-28,20,8,64,1012,17,E,1.4,19,0,0,8.8
2026-03-29,25,18,89,1015,7,SE,7.6,81,1,1,4.4
2026-03-30,23,13,61,1018,11,SE,2.0,0,0,0,9.6
2026-03-31,20,13,69,1022,26,SW,0.6,29,0,0,8.4
2026-04-01,34,23,59,1016,13,NE,0.5,96,1,2,5.1
2026-04-02,26,12,60,1014,26,N,2.0,23,0,0,8.4
2026-04-03,28,15,83,999,9,E,5.1,13,0,0,8.3
2026-04-04,32,26,71,1012,14,SE,0.3,35,0,0,8.2
2026-04-05,23,14,85,1010,27,NE,2.6,68,0,0,6.1
2026-04-06,23,13,88,1010,21,S,1.4,74,0,0,6.0
2026-04-07,25,17,60,1002,16,SE,1.5,23,0,0,8.5
2026-04-08,31,23,74,1026,27,NE,5.1,59,0,0,6.0
2026-04-09,34,26,71,1022,20,NW,0.6,94,1,1,5.2
2026-04-10,22,16,69,1013,7,N,1.1,54,0,0,7.1
2026-04-11,32,24,78,1000,34,N,2.1,76,0,0,5.8
2026-04-12,31,26,88,1006,29,SE,1.0,79,1,2,5.9
2026-04-13,25,15,51,993,26,W,0.1,23,0,0,8.8
2026-04-14,26,21,80,1014,13,SE,1.2,76,0,0,6.0
2026-04-15,30,16,86,1019,33,SW,10.4,23,1,2,6.8
2026-04-16,29,19,57,998,19,E,0.9,53,0,0,7.2
2026-04-17,29,24,60,1010,9,NE,1.0,25,0,0,8.6
2026-04-18,22,12,52,1009,27,SE,1.2,65,0,0,6.5
2026-04-19,26,12,60,1008,17,E,1.1,79,0,0,5.8
2026-04-20,33,21,47,1008,18,SW,1.1,37,0,0,7.9
2026-04-21,22,16,85,1001,24,NW,3.3,64,0,0,6.1
2026-04-22,32,26,79,1026,19,NW,1.3,74,1,1,6.0
2026-04-23,32,24,85,1006,20,E,4.7,50,0,0,6.6
2026-04-24,21,14,46,1026,27,SE,0.1,34,0,0,8.3
2026-04-25,31,23,62,1028,17,N,1.0,42,0,0,7.7
2026-04-26,33,22,83,1017,21,NE,1.2,28,0,0,8.4
2026-04-27,29,24,71,1024,27,NE,0.7,36,0,0,8.1
2026-04-28,23,13,50,1007,12,NW,1.4,80,0,0,5.7
2026-04-29,31,24,61,1003,25,NW,2.5,57,0,0,6.6
2026-04-30,27,13,61,1024,6,N,1.6,53,0,0,7.0
2026-05-01,32,21,82,996,9,W,8.5,38,0,0,6.4
2026-05-02,34,20,64,1002,10,SE,0.8,41,0,0,7.8
2026-05-03,28,22,61,1007,16,NW,2.2,27,0,0,8.2
2026-05-04,26,20,67,1026,22,NW,4.3,28,0,0,7.7
2026-05-05,20,12,68,1002,34,NW,2.0,42,0,0,7.5
2026-05-06,22,17,52,1025,26,NE,0.7,2,0,0,9.8
2026-05-07,32,25,57,1020,26,SE,0.7,9,0,0,9.4
2026-05-08,31,18,41,991,5,SW,0.1,58,0,0,7.1
2026-05-09,33,22,68,1005,34,SE,0.5,13,0,0,9.2
2026-05-10,28,17,60,998,21,E,0.2,75,1,1,6.2
2026-05-11,34,26,54,998,34,N,1.3,46,0,0,7.4
2026-05-12,31,25,66,1027,15,W,0.8,41,0,0,7.8
2026-05-13,20,12,89,1000,14,NW,1.6,93,0,0,5.0
2026-05-14,28,18,70,1011,23,NW,0.8,31,0,0,8.3
2026-05-15,27,20,54,1022,18,SE,1.1,31,0,0,8.2
2026-05-16,20,15,62,1025,30,W,1.5,41,0,0,7.6
2026-05-17,25,13,63,1012,14,NW,0.6,31,0,0,8.3
2026-05-18,24,15,83,1023,19,W,2.9,25,0,0,8.2
2026-05-19,25,16,52,998,32,SW,0.9,0,0,0,9.8
2026-05-20,29,21,61,1013,23,S,1.1,55,0,0,7.0
2026-05-21,31,21,82,997,8,N,5.2,1,0,0,8.9
2026-05-22,32,25,76,996,6,W,2.0,80,0,0,5.6
2026-05-23,32,19,72,1025,13,NE,2.7,29,0,0,8.0
2026-05-24,32,23,42,1007,14,E,0.1,70,0,0,6.5
2026-05-25,34,27,58,992,32,NE,1.3,51,0,0,7.2
2026-05-26,24,19,62,1017,15,NW,1.2,90,0,0,5.3
2026-05-27,25,11,68,995,18,SW,0.7,8,0,0,9.5
2026-05-28,24,14,69,1010,11,SW,1.3,21,0,0,8.7
2026-05-29,30,24,78,1017,27,NE,4.9,33,0,0,7.4
2026-05-30,31,24,83,1029,19,N,6.6,48,0,0,6.3
2026-05-31,24,19,86,990,26,NE,3.9,0,0,0,9.2
2026-06-01,23,10,64,1025,23,SE,1.8,72,1,2,6.0
2026-06-02,22,10,76,1010,26,NW,0.6,83,0,0,5.7
2026-06-03,22,16,86,1024,19,NW,3.4,52,0,0,6.7
2026-06-04,23,11,47,1002,34,NE,0.2,82,0,0,5.9
2026-06-05,28,15,81,999,32,E,1.9,99,0,0,4.7
2026-06-06,21,16,55,999,28,E,1.1,39,0,0,7.8
2026-06-07,34,25,47,1002,12,NW,0.3,44,0,0,7.7
2026-06-08,28,16,40,1026,15,S,0.0,67,0,0,6.6
2026-06-09,20,14,83,1027,33,E,1.9,8,0,0,9.2
2026-06-10,33,25,44,1013,13,NE,0.3,21,0,0,8.9
2026-06-11,34,23,42,991,19,E,0.4,17,0,0,9.1
2026-06-12,34,27,40,1011,5,NW,0.0,75,0,0,6.2
2026-06-13,20,11,43,1006,34,N,0.1,42,0,0,7.9
2026-06-14,24,12,79,1025,5,W,7.3,38,0,0,6.6
2026-06-15,25,11,74,1003,23,E,3.7,72,1,1,5.7
2026-06-16,25,18,71,999,7,SE,1.1,5,0,0,9.5
2026-06-17,22,14,81,1024,14,N,1.4,82,0,0,5.6
2026-06-18,26,13,73,1014,12,S,3.7,47,0,0,6.9
2026-06-19,28,17,82,992,19,SE,2.8,6,0,0,9.1
2026-06-20,30,25,64,1027,14,NE,0.5,79,0,0,6.0
2026-06-21,31,23,49,1006,5,W,0.5,68,0,0,6.5
2026-06-22,29,21,60,1001,33,NE,0.8,15,0,0,9.1
2026-06-23,27,14,85,1013,22,W,1.3,0,0,0,9.7
2026-06-24,25,15,78,1018,6,W,2.0,36,0,0,7.8
2026-06-25,31,18,66,1014,23,NE,1.6,82,0,0,5.6
2026-06-26,27,17,66,1025,17,SE,4.4,36,0,0,7.3
2026-06-27,31,21,41,1015,26,SE,0.1,80,0,0,6.0
2026-06-28,24,15,80,1027,5,W,2.3,63,0,0,6.4
2026-06-29,27,18,87,990,6,SE,0.4,89,1,2,5.5
2026-06-30,29,23,52,1009,33,W,0.4,85,0,0,5.7
2026-07-01,31,19,48,1017,20,NW,0.5,61,0,0,6.8
2026-07-02,23,11,75,1005,19,W,0.6,71,1,1,6.3
2026-07-03,29,24,61,1006,17,NW,1.0,60,0,0,6.8
2026-07-04,27,15,81,1029,20,N,3.8,32,0,0,7.6
2026-07-05,29,20,65,1017,21,SW,2.2,65,0,0,6.3
2026-07-06,31,25,51,1001,25,N,0.4,29,0,0,8.5
2026-07-07,21,15,56,1016,33,NE,0.9,19,0,0,8.9
2026-07-08,31,21,53,1019,33,SW,0.7,59,0,0,6.9
2026-07-09,31,18,53,1023,11,E,1.8,81,1,1,5.6
2026-07-10,24,19,73,1026,28,NE,2.8,73,0,0,5.8
2026-07-11,28,18,59,995,30,S,0.6,23,0,0,8.7
2026-07-12,23,10,50,996,21,N,0.6,3,0,0,9.7
2026-07-13,30,18,55,1021,11,SE,1.1,36,0,0,8.0
2026-07-14,25,15,70,1021,17,N,2.4,3,0,0,9.4
2026-07-15,34,27,45,1014,9,SE,0.2,76,1,1,6.2
2026-07-16,20,8,58,1022,30,SW,1.9,88,1,1,5.2
2026-07-17,28,15,76,996,21,S,1.5,76,1,1,5.9
2026-07-18,20,15,43,1001,7,SW,0.4,17,0,0,9.1
2026-07-19,24,11,86,1005,11,S,3.6,87,1,2,4.9
2026-07-20,23,13,43,1005,30,N,0.2,65,0,0,6.7
2026-07-21,32,22,59,1025,21,SE,2.3,47,0,0,7.2
2026-07-22,31,23,49,1002,11,SW,0.2,32,0,0,8.4
2026-07-23,32,27,63,996,25,S,3.2,57,0,0,6.5
2026-07-24,32,18,74,1025,5,W,4.1,82,0,0,5.1
2026-07-25,33,21,65,998,21,NE,2.5,72,1,1,5.9
2026-07-26,22,16,76,1021,34,NE,1.3,27,0,0,8.4
2026-07-27,32,27,77,1000,21,SW,4.0,34,0,0,7.5
2026-07-28,25,19,60,997,15,SE,2.9,9,0,0,9.0
2026-07-29,21,16,79,1022,29,W,2.8,64,0,0,6.2
2026-07-30,22,17,78,1012,31,SW,3.0,41,0,0,7.4
2026-07-31,24,11,60,1014,33,N,0.8,84,0,0,5.6
2026-08-01,34,29,49,997,7,S,0.7,8,0,0,9.5
2026-08-02,28,20,77,1011,19,NW,1.1,59,0,0,6.8
2026-08-03,21,7,85,993,33,N,4.7,14,0,0,8.4
2026-08-04,29,19,43,1029,25,NE,0.3,98,0,0,5.0
2026-08-05,27,16,84,992,15,S,1.8,56,0,0,6.8
2026-08-06,33,27,59,1018,30,SW,2.2,68,0,0,6.2
2026-08-07,21,11,56,1018,32,N,1.0,21,0,0,8.8
2026-08-08,30,19,46,1023,20,E,0.4,63,0,0,6.8
2026-08-09,32,18,43,1023,29,NW,0.2,40,0,0,8.0
2026-08-10,24,10,68,1017,26,SE,1.7,86,1,2,5.4
2026-08-11,26,20,53,1002,32,W,0.5,70,0,0,6.4
2026-08-12,27,21,42,1004,13,W,0.2,55,0,0,7.2
2026-08-13,20,6,63,1012,28,SE,2.5,22,0,0,8.4
2026-08-14,25,14,76,1015,28,E,3.7,24,0,0,8.1
2026-08-15,20,15,55,993,5,NE,0.4,90,0,0,5.4
2026-08-16,21,9,43,1015,33,S,0.2,5,0,0,9.7
2026-08-17,34,27,63,1029,29,SE,0.8,33,0,0,8.2
2026-08-18,20,10,73,998,26,E,2.5,62,0,0,6.4
2026-08-19,30,17,69,994,20,SW,0.5,8,0,0,9.5
2026-08-20,24,14,57,1021,13,NW,0.3,59,0,0,7.0
2026-08-21,29,16,58,1009,23,W,0.7,48,0,0,7.5
2026-08-22,34,23,70,1000,16,NW,4.3,96,1,1,4.3
2026-08-23,28,15,58,1004,23,E,1.3,50,0,0,7.2
2026-08-24,25,19,88,1021,26,NW,1.8,59,0,0,6.7
2026-08-25,30,18,85,1017,13,NE,4.0,69,0,0,5.7
2026-08-26,30,18,58,1011,11,NE,1.4,36,0,0,7.9
2026-08-27,20,14,61,1006,18,N,3.2,30,0,0,7.9
2026-08-28,32,24,63,1015,33,SE,1.8,97,0,0,4.8
2026-08-29,20,9,84,996,23,N,2.3,40,0,0,7.5
2026-08-30,21,13,51,1015,23,NW,1.2,61,0,0,6.7
2026-08-31,28,20,69,1014,6,W,0.8,92,0,0,5.2
2026-09-01,22,12,77,999,13,E,2.0,57,0,0,6.8
2026-09-02,34,20,70,1008,17,S,1.3,13,0,0,9.1
2026-09-03,20,10,75,1000,19,NW,1.1,35,0,0,8.0
2026-09-04,24,10,58,1002,7,S,0.7,35,0,0,8.1
2026-09-05,26,19,87,997,15,NE,2.4,78,1,2,5.6
2026-09-06,25,12,84,1029,25,S,3.4,7,0,0,9.0
2026-09-07,31,17,75,993,18,S,0.3,25,0,0,8.7
2026-09-08,20,14,69,1020,34,W,1.8,35,0,0,7.9
2026-09-09,24,14,88,1017,29,S,3.6,47,0,0,6.9
2026-09-10,34,23,72,1000,12,NW,3.7,84,0,0,5.1
2026-09-11,24,11,57,990,22,E,0.5,27,0,0,8.6
2026-09-12,25,18,88,1027,23,S,4.8,67,0,0,5.7
2026-09-13,22,8,67,1013,20,SW,1.1,61,0,0,6.7
2026-09-14,24,17,86,1020,6,S,1.4,79,0,0,5.8
2026-09-15,26,15,50,1015,12,S,0.5,85,1,2,5.6
2026-09-16,24,16,84,994,26,N,2.2,75,1,2,5.8
2026-09-17,24,12,72,1009,10,E,1.0,79,0,0,5.9
2026-09-18,24,13,56,1000,16,NW,2.3,50,0,0,7.0
2026-09-19,29,20,45,1022,19,NE,0.3,41,0,0,7.9
2026-09-20,29,18,43,1027,29,N,0.4,28,0,0,8.5
2026-09-21,22,15,59,1016,12,NW,1.5,81,0,0,5.6
2026-09-22,20,14,87,1023,8,SE,9.6,9,0,0,7.6
2026-09-23,24,14,86,1004,19,E,6.5,38,0,0,6.8
2026-09-24,33,27,66,1021,32,SW,1.3,81,1,2,5.7
2026-09-25,28,21,54,1010,24,E,0.6,0,0,0,9.9
2026-09-26,33,23,45,994,29,SE,0.4,38,0,0,8.0
